,PD,label
111,speaker everest cdm mixed model emea plugc retail gift box mm stereo eu speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker juno cdm mixed model amr speaker everest cdm mixed model amr retail mm stereo,256
112,speaker oboe cdm mixed model amr black retail analog speaker pegasus cdm mixed model amr black retail retail analog speaker everest cdm mixed model amr retail mm stereo speaker everest cdm mixed model amr retail mm stereo speaker ella cdm mixed model emea retail analog eu speaker forte cdm mixed model namr retail fra speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker oboe cdm mixed model amr black retail analog speaker everest cdm mixed model amr retail mm stereo,20
113,speaker pegasus cdm mixed model amr black retail retail analog speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker everest cdm mixed model amr retail mm stereo speaker ella cdm mixed model amr retail analog amr speaker oboe cdm mixed model amr black retail analog,82
114,speaker everest cdm mixed model amr retail mm stereo speaker forte cdm mixed model namr retail fra speaker pegasus cdm mixed model amr black retail retail analog speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker ella cdm mixed model amr retail analog amr speaker oboe cdm mixed model amr black retail analog,82
115,speaker oboe cdm mixed model amr black retail analog speaker everest cdm mixed model emea plugc retail gift box mm stereo eu speaker everest refresh walmart cdm mixed model namr,256
116,speaker juno cdm mixed model amr black retail analog speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker ella cdm mixed model amr retail analog amr speaker everest cdm mixed model amr retail mm stereo,256
117,speaker oboe cdm mixed model amr black retail analog speaker oboe cdm mixed model amr black retail analog speaker everest cdm mixed model amr retail mm stereo speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker pegasus cdm mixed model amr black retail retail analog,82
118,speaker oboe cdm mixed model amr black retail analog speaker oboe cdm mixed model amr black retail analog speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker everest refresh walmart cdm mixed model namr speaker ella cdm mixed model emea retail analog eu speaker everest cdm mixed model amr retail mm stereo,82
119,speaker juno cdm mixed model amr black retail analog speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker everest cdm mixed model amr retail mm stereo speaker ella cdm mixed model amr retail analog amr speaker pegasus cdm mixed model amr black retail retail analog speaker oboe cdm mixed model amr black retail analog speaker juno cdm mixed model amr black retail analog speaker oboe cdm mixed model amr black retail analog,20
120,speaker everest refresh walmart cdm mixed model namr retail mm stereo speaker oboe cdm mixed model lang amr black retail analog speaker everest cdm mixed model eme plugc retail gift box mm stereo eu speaker oboe cdm mixed model lang amr black retail analog speaker everest cdm mixed model amr retail mm stereo speaker everest cdm mixed model amr retail mm stereo speaker juno cdm mixed model amr black retail analog speaker ella cdm mixed model amr retail analog amr,20
121,large fabric handle bird large fabric handle plaid oval willow basket white sq willow basket red christmas willow basket liner oval willow basket red oval willow basket white oval frabic basket red plaid declaresthe cargo made china declaration including other cargo notbeen verified carrier who shall without anyresponsibility its correctness clause hereof,306
122,christmas foam stickers stocking bucket christmas foam stickers stocking bucket isconsistent shapes color shapes ornament tree present reath ornament tree picture frame stocking snowflake picture frame foam shape stack gingerbeadman isconsistent glnno christmas activity makes bucket santa reindeer bell christmas foam stickers inpvc bucket christmas foam activity makes bucket snowmanpo cartonsglitter paper stickers pdqpo foam shape stack ornament isconsistent felt shape alphabet ornament felt shape alphabet ornament shipperdeclares cargo madein china declaration including other cargo detailshas been verified carrier who shall without any responsibility its correctness clause hereof,115
123,paperboard plaid pattern,24
124,foam shape stack foam makes kits egg,24
125,letters big letter,24
126,felt accessories felt decor kit felt pillow kit,24
127,cbm foam activity makes kit,189
128,drawer tro lley organizer drawer trolley ganizer upc,24
129,'non release 'shipper weight' container cm,315
130,drawer trolley organizer,24
131,gsm percent twinxl jersey sheetset red sedona percent cotton perc polyester jersey sheet grey heather gsm ercent jersey twin sheet rich black gsm pct,288
132,women girls suits ensembles jackets blaze ladies mock neck short sleeves knitted women girls overcoats coats capes clo ladies high neck cape,24
133,leather belts,24
134,leather belts,24
135,leather belts,24
136,leather wallets,24
137,leather wallets,24
138,crayola erasable colored pencils retail target ref ncm 'shipment order',24
139,crayola erasable colored pencils retail target ref ncm 'shipment,24
140,pencil sharp green,24
141,pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green,145
142,pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green pencils crayons cases pencil sharp green,395
143,goods proforma phl polyresin ornament various,24
144,other made ups articl deep pocket pillow shell walmart mainstays plain weave embossing slightly brushe,276
145,container thousand deep pocket pillow shell walmart mainstays deep pocket ref mm fabric,240
146,containing rolls members mark purified water nw ncm,24
147,lcd clock lego ninjago clock assortment assortment lego clock assortment assortment shipping ref tl clic time llc,352
148,plastic toys,220
149,plastic toys,220
150,plastic toys,220
151,nobo denim vest style nj nj fgl nobo denim vest style nj nj fgl,299
152,nobo denim vest style nj nj fgl,210
153,nobo denim vest style nj fgl,210
154,nobo denim vest style nj nj fgl nobo denim vest style nj nj fgl,299
155,nobo denim vest style nj nj fgl,210
156,nobo denim vest style nj nj nj fgl nobo denim vest style nj nj nj fgl,299
157,nobo denim vest style nj nj nj fgl nobo denim vest style nj nj nj fgl,299
158,nobo colored denim long pant cotton polyester spandex style nj ats,299
159,nobo colored denim long pant cotton polyester spandex style nj ats,299
160,nobo colored denim long pant cotton polyester spandex style nj ats nobo colored denim long pant cotton polyester spandex style nj ats,299
161,nobo colored denim long pant cotton polyester spandex style nj ats nobo colored denim long pant cotton polyester spandex style nj ats,299
162,nobo colored denim long pant cotton polyester spandex style nj nobo colored denim long pant cotton polyester spandex style nj nobo colored denim long pant cotton polyester spandex style nj,299
163,nobo colored denim long pant cotton polyester spandex style nj,299
164,bicycle tubes,24
165,bicycle tubes,24
166,bicycle tubes,24
167,bicycle tubes,24
168,bicycle tubes,24
169,bicycle tubes,24
170,mini stereo system mini stereo system mini stereo system,385
171,shoebox cassette recorder,24
172,mini stereo system,24
173,cd clock radio,24
174,mini stereo system mini stereo system mini stereo system,385
175,mini stereo system mini stereo system,24
176,plastic pet bottles extra virgin olive oil 'great value' plastic pet bottles extra light olive oil 'great value' gross weight kilos plastic pet bottles extra virgin olive oil 'great value' products slip sheets port port service contract esborges plastic pet bottles extra virgin olvie oil 'great value' gros weight kilos empty gross weight kilos plastic pet bottles extra virgin olive oil 'great value' plastic pet bottles extra light olive oil 'great value' gross weight kilos empty grossweight kilos plastic pet bottles olive oil'great value' plastic pet bottles extra virgin olive oil 'great value' plastic pet bottles olive oil 'great value' gross weight kilos plastic pet bottles extra virgin olive oil 'great value' gross weight kilos empty gross weight kilos plastic pet bottles olive oil'great value' plastic pet bottles olive oil 'great value' plastic pet bottles olive oil 'great value' gross weight kilos plastic pet bottles extra virgin olvie oil'star' gross weight kilo balsamic cream 'star' gross weight kilos empty gross weight kilos,72
177,plastic pet bottles extra virgi olive oil 'great value' products slip sheets port ort service contract borges,24
178,plastic pet bottles oil 'star' gross weight kilos plastic bottles extra virgin olive oil 'star' gross weight los empty gross weight kilos products plastic pet bottles olive oil 'great value' plastic pet bottles extra virg olive oil 'great value' plastic pet bottles extra virg olive oil 'great value' plastic pet bottles extra virg olive oil 'great value',304
179,plastic pet bottles extra virg olive oil 'great value' products slip sheets port ort service contract borges plastic pet bottles xtra virgin olive oil 'great value' plastic pet bot tles extra virgin olive oil 'great vaue' plastic pet bottles olive oil 'great value',48
180,plastic pet bottles oil 'great value' gross weight kilos astic pet bottles extra virgin oli oil 'great value' plastic pet bottles extra virgin olive oil 'great value' plastic pet bottles extra virg olive oil 'great value' products slip sheets port ort service contract borges plastic pet bottles extra virg olive oil 'great value' plastic pet bottles extra virgi olive oil 'great value' plastic pet bottles extra virg olive oil 'great value' plastic pet bottles olive oil 'great value',11
181,plastic pet bottles extra virg olive oil great value plastic pet bottles oil great value gro weight kilos plasti pet bottles extra virgin olive oil great value gross weight kilos plastic pet bottles olive star gross weight los plastic pet botles extra virgin olive oil star gross weight kilos empty gros weight kilos plastic pet bottles extra virgi olive oil great value plastic pet bottles extra virg olive oil great value plastic pet bottles extra ligh olive oil great value plastic pet bottles olive oil reat value plastic pet bottles extra virgi olive oil great value plastic pet bottles extra virgin olive oil great value plastic pet bottles olive oil reat value,361
